pedido_key,pedido_id,fecha_key,fecha,dia,nombre_dia,es_fin_de_semana,semana_anio,mes,nombre_mes,trimestre,anio,anio_mes,cliente_key,cliente_id,alias_cliente,hash_cliente,ciudad_cliente,pais_cliente,codigo_pais_cliente,fecha_registro_cliente,segmento_cliente,metodo_pago_preferido_cliente,cliente_activo,restaurante_key,restaurante_id,nombre_restaurante,cocina_restaurante,ciudad_restaurante,pais_restaurante,codigo_pais_restaurante,costo_promedio_dos_personas,nivel_rating_restaurante,tiene_delivery,tiene_comer_en_local,tiene_wifi,acepta_tarjeta,restaurante_activo,metodo_pago_key,metodo_pago,estado_key,estado_pedido,estado_completado,estado_es_incidencia,monto_total,tarifa_entrega,distancia_km,tiempo_entrega_minutos,multiplicador_hora_pico,calificacion_operativa,hubo_demora
48700,48700,20260411,2026-04-11,11,Saturday,1,15,4,April,2,2026,2026-04,3652,3653,Cliente_003653,58B6B3971A44F301E822042A6E56ACCF539F88F973EF56BCCECA772C5AFF671F,Mumbai,India,IN,2026-01-19,Recurrente,Cash,1,699,700,Mumbai Provence Garden,French,Mumbai,India,IN,84,Alto,0,1,1,1,1,3,Wallet,1,Delivered,1,0,42.84,8.2,12.4,48.0,1.0,3.48,1
48701,48701,20260301,2026-03-01,1,Sunday,1,10,3,March,1,2026,2026-03,5865,5866,Cliente_005866,3DF932E2456BD0A854452A3EEA6BB50D7570F678624216E216B792809D1225F7,Bangalore,India,IN,2026-05-13,VIP,Cash,1,700,701,Tokyo Fuji Bistro,Japanese,Tokyo,Japan,JP,125,Bajo,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,137.5,6.25,6.8,45.0,1.25,4.34,0
48702,48702,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,3302,3303,Cliente_003303,8840600F16483AAA4110B574DB3E20D7868D73439AEB5D0CC3555D521E647AE5,Mumbai,India,IN,2025-04-08,VIP,CreditCard,1,701,702,Mumbai Jasmine Diner,Thai,Mumbai,India,IN,96,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,118.08,8.35,12.7,55.0,1.0,3.22,1
48703,48703,20250529,2025-05-29,29,Thursday,0,22,5,May,2,2025,2025-05,1762,1763,Cliente_001763,4BD3DA44DB510F8D26C67FFE961748235FBC872B61A4194B928B75B776FAAA71,Chennai,India,IN,2026-08-24,Recurrente,Cash,1,702,703,Chennai Vino Eatery,Italian,Chennai,India,IN,49,Alto,1,1,1,0,1,4,Cash,1,Delivered,1,0,19.6,6.05,5.4,43.0,1.5,4.4,0
48704,48704,20241212,2024-12-12,12,Thursday,0,50,12,December,4,2024,2024-12,1874,1875,Cliente_001875,771ECCB34C42B39D1AD64DBBB401DFB166155911E32B8C3121B68CD39F59E0F8,London,United Kingdom,GB,2024-03-18,VIP,Cash,1,703,704,Sao Paulo Olive Corner,Mediterranean,Sao Paulo,Brazil,BR,118,Bajo,0,1,1,1,1,4,Cash,1,Delivered,1,0,179.36,14.98,17.3,72.0,1.5,2.87,1
48705,48705,20241229,2024-12-29,29,Sunday,1,53,12,December,4,2024,2024-12,4738,4739,Cliente_004739,8BD68958B202DF403016870A01723B67B42547CA372FC60BD5DE13E3DD93BA6F,London,United Kingdom,GB,2026-03-16,EnRiesgo,Cash,1,704,705,London Cedar Grove Place,Middle Eastern,London,United Kingdom,GB,147,Medio,1,1,0,1,1,2,DebitCard,1,Delivered,1,0,110.25,10.2,16.4,47.0,1.0,3.09,1
48706,48706,20250112,2025-01-12,12,Sunday,1,3,1,January,1,2025,2025-01,4433,4434,Cliente_004434,7368A58F1A4D6D0EBFA54FC851BA19192DFE67E29BB1BFD9C41E0ADE5D204499,Mumbai,India,IN,2023-10-29,Recurrente,Cash,1,705,706,Mumbai Jade House,Chinese,Mumbai,India,IN,46,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,42.32,13.88,19.0,48.14,1.25,3.36,1
48707,48707,20260611,2026-06-11,11,Thursday,0,24,6,June,2,2026,2026-06,571,572,Cliente_000572,842DA7A88756EA6EAA8246C33ED3E055F047939C460B94ACFA429EE5E954AF72,Osaka,Japan,JP,2024-03-13,Recurrente,CreditCard,1,706,707,Bangalore Bamboo Bowl Cafe,Vietnamese,Bangalore,India,IN,116,Alto,0,1,1,1,0,4,Cash,1,Delivered,1,0,68.44,4.75,5.5,39.0,1.0,4.01,0
48708,48708,20260418,2026-04-18,18,Saturday,1,16,4,April,2,2026,2026-04,66,67,Cliente_000067,D2894C61218C56A6F7CA41E53F5354931E3938555D7C3979EA74A899986A18A7,New York,United States,US,2025-01-11,VIP,Cash,1,707,708,New York Ipanema Kitchen,Brazilian,New York,United States,US,39,Alto,1,1,1,1,1,3,Wallet,1,Delivered,1,0,15.99,3.13,1.5,37.0,1.5,4.6,0
48709,48709,20260116,2026-01-16,16,Friday,0,3,1,January,1,2026,2026-01,2599,2600,Cliente_002600,23B2C6335B5DE8185535A36B11DB0AB0808A33EFA785C4B5F3DB384451C0A92D,Bangalore,India,IN,2026-08-06,VIP,Cash,1,708,709,Bangalore Costa Table,Spanish,Bangalore,India,IN,103,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,121.54,2.75,1.0,38.0,1.5,4.35,0
48710,48710,20251108,2025-11-08,8,Saturday,1,45,11,November,4,2025,2025-11,4367,4368,Cliente_004368,82F65BD21A880064EEE8D025EB7ACF4E72F6E3B67CCF5E3F2073D4C07FE0C823,Chennai,India,IN,2026-05-05,VIP,CreditCard,1,709,710,Chennai Bombay Kitchen & Bar,Indian,Chennai,India,IN,101,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,98.98,3.7,3.4,25.0,1.0,4.68,0
48711,48711,20251030,2025-10-30,30,Thursday,0,44,10,October,4,2025,2025-10,4118,4119,Cliente_004119,8843A5EFA69FE17BEE17B281F82B48A6ED041DCE1AC0B20BDD0E36B8A5311BF2,Tokyo,Japan,JP,2025-04-13,Recurrente,Cash,1,710,711,Tokyo Delphi Grill,Greek,Tokyo,Japan,JP,109,Medio,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,51.23,10.56,13.7,65.0,1.25,3.44,1
48712,48712,20250702,2025-07-02,2,Wednesday,0,27,7,July,3,2025,2025-07,4201,4202,Cliente_004202,4A04F3D30AC0CA16DE6A9C24FF13C6FBEF8A7372276163310B10D61364EE806C,Houston,United States,US,2026-08-09,VIP,Wallet,1,711,712,Birmingham Fiesta Garden,Mexican,Birmingham,United Kingdom,GB,73,Medio,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,115.34,12.5,14.0,66.0,1.5,2.69,1
48713,48713,20250707,2025-07-07,7,Monday,0,28,7,July,3,2025,2025-07,5779,5780,Cliente_005780,800CBA499B6AFB32F7184BC20A87B2B96832C23946445326607507707C7D42C1,Hyderabad,India,IN,2024-01-10,VIP,Wallet,1,712,713,Mumbai Kimchi Bistro,Korean,Mumbai,India,IN,83,Alto,0,1,1,1,0,4,Cash,1,Delivered,1,0,48.97,4.63,4.2,33.0,1.25,4.38,0
48714,48714,20260102,2026-01-02,2,Friday,0,1,1,January,1,2026,2026-01,3128,3129,Cliente_003129,339369F11361EBB84D2F5E291F91BD85F7EDDFDA8717C6C355DF9464AD8FFD29,Mumbai,India,IN,2025-08-30,VIP,DebitCard,1,713,714,Mumbai Smokehouse Diner,American,Mumbai,India,IN,48,Medio,1,1,0,0,1,1,CreditCard,1,Delivered,1,0,19.68,5.5,7.0,45.0,1.0,4.39,0
48715,48715,20250218,2025-02-18,18,Tuesday,0,8,2,February,1,2025,2025-02,2189,2190,Cliente_002190,78A2F8E6ED29BB549E16F074571F7C59BADD8993D2A2D027A0D2EE9650311E6E,Chicago,United States,US,2026-08-13,VIP,Cash,1,714,715,Chicago Lumiere Eatery,French,Chicago,United States,US,69,Medio,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,103.5,6.7,9.4,43.0,1.0,4.07,0
48716,48716,20250603,2025-06-03,3,Tuesday,0,23,6,June,2,2025,2025-06,1072,1073,Cliente_001073,4DD71D2FCE25825CBF54DD6F44B0E5A373128E1D03B96C1813BC843705BFDE08,Tokyo,Japan,JP,2024-07-04,VIP,DebitCard,1,715,716,Tokyo Umami Corner,Japanese,Tokyo,Japan,JP,45,Medio,1,1,1,0,1,1,CreditCard,1,Delivered,1,0,34.65,5.55,7.1,39.0,1.0,4.28,0
48717,48717,20260117,2026-01-17,17,Saturday,1,3,1,January,1,2026,2026-01,675,676,Cliente_000676,874977BD385265AFDE1EE011475D1F4CAD0A15B9F508C79593726C8563B18DF7,Sao Paulo,Brazil,BR,2026-01-27,VIP,Cash,1,716,717,Sao Paulo Chili Place,Thai,Sao Paulo,Brazil,BR,118,Medio,1,1,1,1,1,4,Cash,1,Delivered,1,0,81.42,12.88,14.5,67.0,1.5,3.32,1
48718,48718,20260627,2026-06-27,27,Saturday,1,26,6,June,2,2026,2026-06,1149,1150,Cliente_001150,3C56D0EA6CC2F69D94840069B27C31FF16D429DC631A60DD70614B45E3AA6D4E,Chennai,India,IN,2026-04-26,Recurrente,CreditCard,1,717,718,Chennai Basilico House,Italian,Chennai,India,IN,67,Bajo,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,86.43,8.25,10.0,40.0,1.25,4.05,0
48719,48719,20250319,2025-03-19,19,Wednesday,0,12,3,March,1,2025,2025-03,2702,2703,Cliente_002703,E4A27BB0DD36022EE63DB5A153FD07BAC0F7477F1A527ABC80B9DB58163A794B,Mumbai,India,IN,2026-07-08,Recurrente,Cash,1,718,719,Mumbai Blue Wave Cafe,Mediterranean,Mumbai,India,IN,113,Alto,0,1,1,1,1,4,Cash,1,Delivered,1,0,93.79,11.56,15.3,61.0,1.25,2.92,1
48720,48720,20240905,2024-09-05,5,Thursday,0,36,9,September,3,2024,2024-09,112,113,Cliente_000113,1B5254129A627C5C09898DB90C4331A6D73594B6AB00CCAA095295368E50AEAF,London,United Kingdom,GB,2026-06-30,Recurrente,CreditCard,1,719,720,London Oasis Kitchen,Middle Eastern,London,United Kingdom,GB,111,Alto,1,0,1,1,1,3,Wallet,1,Delivered,1,0,93.24,3.7,3.4,41.0,1.0,4.25,0
48721,48721,20260818,2026-08-18,18,Tuesday,0,34,8,August,3,2026,2026-08,5416,5417,Cliente_005417,C063F34DB8DDE18C8F9D4D34F789EB28F9A7D647BF427C39226D7878D9774699,Bangalore,India,IN,2025-11-11,VIP,Wallet,1,720,721,Bangalore Lotus Table,Chinese,Bangalore,India,IN,67,Medio,0,1,1,1,1,2,DebitCard,2,Cancelled,0,1,75.71,5.56,5.7,45.0,1.25,3.9,0
48722,48722,20260822,2026-08-22,22,Saturday,1,34,8,August,3,2026,2026-08,3046,3047,Cliente_003047,A1B63D5837628F874D5A65D05DBD5B07646B70AAB8C649C7E5564D8D8C7831FB,Delhi,India,IN,2025-12-20,VIP,Cash,0,721,722,Delhi Lotus Leaf Kitchen & Bar,Vietnamese,Delhi,India,IN,97,Alto,1,1,1,1,1,3,Wallet,2,Cancelled,0,1,97.0,9.65,10.2,46.0,1.5,2.62,1
48723,48723,20251206,2025-12-06,6,Saturday,1,49,12,December,4,2025,2025-12,1737,1738,Cliente_001738,EAC60394F73BCE8EBCEF7287D992DA23D22E01A01D2658F1E4DB95CF92A7B77A,Delhi,India,IN,2023-09-20,Recurrente,DebitCard,1,722,723,Delhi Samba Grill,Brazilian,Delhi,India,IN,87,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,39.15,10.19,13.1,49.0,1.25,2.59,1
48724,48724,20240924,2024-09-24,24,Tuesday,0,39,9,September,3,2024,2024-09,1224,1225,Cliente_001225,660C559129E76A093611B36ED0321ED6A2C57302D0935ABCB3AB148E84CA01FB,Delhi,India,IN,2026-02-15,VIP,Cash,1,723,724,Tokyo Toro Garden,Spanish,Tokyo,Japan,JP,67,Alto,1,0,1,1,1,1,CreditCard,1,Delivered,1,0,104.52,4.19,3.5,46.0,1.25,2.85,1
48725,48725,20250721,2025-07-21,21,Monday,0,30,7,July,3,2025,2025-07,5151,5152,Cliente_005152,2BB33FD528A4E3AB66144973C02CE6B14F81E0C5DA277E846ED12BF712B064A9,Osaka,Japan,JP,2023-10-30,EnRiesgo,CreditCard,1,724,725,Osaka Masala Bistro,Indian,Osaka,Japan,JP,43,Bajo,1,1,1,1,1,3,Wallet,1,Delivered,1,0,22.36,8.4,12.8,53.0,1.0,2.75,1
48726,48726,20260131,2026-01-31,31,Saturday,1,5,1,January,1,2026,2026-01,4376,4377,Cliente_004377,BF1EBB3B3E95422F0D4B5E46A234F2A934753209447DB891004C12312F727F7A,Hyderabad,India,IN,2025-04-13,VIP,Cash,1,725,726,Hyderabad Opa Diner,Greek,Hyderabad,India,IN,135,Alto,1,1,1,1,1,3,Wallet,1,Delivered,1,0,122.85,4.6,5.2,32.0,1.0,3.94,0
48727,48727,20260526,2026-05-26,26,Tuesday,0,22,5,May,2,2026,2026-05,3720,3721,Cliente_003721,7E7B0316297231F6C2E1A8B5E3EBAA57EC7D562FED33346D7F1132E996B189F8,Tokyo,Japan,JP,2026-01-02,VIP,Wallet,1,726,727,Tokyo Salsa Eatery,Mexican,Tokyo,Japan,JP,113,Medio,1,1,1,1,1,1,CreditCard,3,Refunded,0,1,145.77,4.93,3.9,32.0,1.5,4.41,0
48728,48728,20260525,2026-05-25,25,Monday,0,22,5,May,2,2026,2026-05,3482,3483,Cliente_003483,7B8562BA58A13594B297E0D85606C491954AA46F3298AF6C17F3CE08E0740EFA,Fortaleza,Brazil,BR,2026-06-21,Recurrente,DebitCard,1,727,728,Fortaleza Seoul Corner,Korean,Fortaleza,Brazil,BR,127,Bajo,1,0,1,1,1,4,Cash,1,Delivered,1,0,118.11,11.94,15.9,68.0,1.25,2.98,1
48729,48729,20260626,2026-06-26,26,Friday,0,26,6,June,2,2026,2026-06,1534,1535,Cliente_001535,A2D3CA820D923D95344DF977604985FB0C6C84AC782AA0E8486914BD1DAF5FF0,Hyderabad,India,IN,2024-07-13,VIP,Cash,1,728,729,Hyderabad Route 66 Place,American,Hyderabad,India,IN,119,Alto,1,1,0,1,1,3,Wallet,1,Delivered,1,0,146.37,13.25,15.0,68.0,1.5,2.92,1
48730,48730,20241123,2024-11-23,23,Saturday,1,47,11,November,4,2024,2024-11,3500,3501,Cliente_003501,4616A6424994AB83279F0384617A74A3D3B156341FAFFC720C906715EC539E0B,Sao Paulo,Brazil,BR,2025-05-10,VIP,Cash,1,729,730,Sao Paulo Chateau House,French,Sao Paulo,Brazil,BR,71,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,73.84,7.69,9.1,46.0,1.25,2.91,1
48731,48731,20260814,2026-08-14,14,Friday,0,33,8,August,3,2026,2026-08,5847,5848,Cliente_005848,B1149DBAC307F7E2E0AEF6E4B316635863D86C17A675A6E03FDA520A5AD86A0E,Hyderabad,India,IN,2024-10-25,VIP,DebitCard,1,730,731,Hyderabad Koi Cafe,Japanese,Hyderabad,India,IN,115,Bajo,0,1,1,1,0,4,Cash,1,Delivered,1,0,173.65,6.69,7.5,45.0,1.25,3.81,0
48732,48732,20260210,2026-02-10,10,Tuesday,0,7,2,February,1,2026,2026-02,3718,3719,Cliente_003719,80D4C58D2D526911CD941E3BA9425E3E26EC1CC11B9EBDD7AC6EC3214475D00B,Bangalore,India,IN,2026-06-12,Recurrente,DebitCard,1,731,732,Bangalore Siam Kitchen,Thai,Bangalore,India,IN,56,Alto,1,1,1,1,1,3,Wallet,1,Delivered,1,0,76.72,6.25,6.8,44.0,1.25,4.33,0
48733,48733,20251021,2025-10-21,21,Tuesday,0,43,10,October,4,2025,2025-10,5184,5185,Cliente_005185,7A2CB3FE76BE54EAA72DCDAEA0954A6C4859E91C16585E2BC700BC795014E336,Sao Paulo,Brazil,BR,2025-08-31,Recurrente,Cash,1,732,733,Sao Paulo Nonna Table,Italian,Sao Paulo,Brazil,BR,64,Bajo,0,0,1,1,1,4,Cash,1,Delivered,1,0,57.6,8.65,13.3,53.0,1.0,3.21,1
48734,48734,20260403,2026-04-03,3,Friday,0,14,4,April,2,2026,2026-04,814,815,Cliente_000815,BDC5E926064A4E66BA11F89926036CC5AC2C4F1B86037AF37877DA996F2BEACA,Sao Paulo,Brazil,BR,2026-03-02,VIP,CreditCard,1,733,734,Rio de Janeiro Cedar Kitchen & Bar,Mediterranean,Rio de Janeiro,Brazil,BR,92,Bajo,0,1,1,1,0,1,CreditCard,1,Delivered,1,0,92.0,6.81,7.7,36.0,1.25,4.31,0
48735,48735,20260526,2026-05-26,26,Tuesday,0,22,5,May,2,2026,2026-05,5437,5438,Cliente_005438,01F466908AF69BA46494EE0C42057C4AC0ACF5BE683D55226232001F925B3976,Yokohama,Japan,JP,2026-03-21,EnRiesgo,CreditCard,1,734,735,Yokohama Casbah Grill,Middle Eastern,Yokohama,Japan,JP,120,Medio,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,85.2,4.06,3.3,35.0,1.25,4.07,0
48736,48736,20260429,2026-04-29,29,Wednesday,0,18,4,April,2,2026,2026-04,5817,5818,Cliente_005818,BEA402CEB0D35A6BFD3785652F801EEAA95FDC49E1BCE250C5E8314CDC1CF042,London,United Kingdom,GB,2026-04-21,VIP,Cash,1,735,736,London Golden Dragon Garden,Chinese,London,United Kingdom,GB,63,Alto,1,1,1,1,1,3,Wallet,1,Delivered,1,0,52.29,12.06,16.1,61.0,1.25,2.89,1
48737,48737,20251105,2025-11-05,5,Wednesday,0,45,11,November,4,2025,2025-11,1505,1506,Cliente_001506,C3A8988E9C6B5211093AF51EC4C0B0EA2C9680EA2A2B664648794A34A1026C46,Delhi,India,IN,2026-08-01,VIP,CreditCard,1,736,737,Delhi Saigon Bistro,Vietnamese,Delhi,India,IN,128,Medio,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,151.04,9.19,11.5,56.0,1.25,3.5,1
48738,48738,20250901,2025-09-01,1,Monday,0,36,9,September,3,2025,2025-09,2826,2827,Cliente_002827,223037BC1F8533DAB19843D0341AF6A9AD7E06D1DBE98AB19B291E7C3C07F0FF,Rio de Janeiro,Brazil,BR,2024-04-15,VIP,CreditCard,1,737,738,London Copacabana Diner,Brazilian,London,United Kingdom,GB,49,Alto,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,26.46,8.85,13.7,58.0,1.0,3.06,1
48739,48739,20250513,2025-05-13,13,Tuesday,0,20,5,May,2,2025,2025-05,1172,1173,Cliente_001173,179003E9A8817CD991013502B62C0ACEE0102C623FD7757DC191122F8B9B8B90,Tokyo,Japan,JP,2025-05-31,Recurrente,Cash,1,738,739,Tokyo Ibiza Eatery,Spanish,Tokyo,Japan,JP,146,Medio,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,221.92,12.0,16.0,70.0,1.25,3.18,1
48740,48740,20260620,2026-06-20,20,Saturday,1,25,6,June,2,2026,2026-06,4613,4614,Cliente_004614,040B79E7113E1D1BA8AB543FA027BEDDD91DF16C7DA8A638CFEF7E1C69CD6C72,Rio de Janeiro,Brazil,BR,2026-02-07,Recurrente,CreditCard,1,739,740,Rio de Janeiro Curry Leaf Corner,Indian,Rio de Janeiro,Brazil,BR,94,Medio,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,78.02,2.55,1.1,34.0,1.0,4.49,0
48741,48741,20250918,2025-09-18,18,Thursday,0,38,9,September,3,2025,2025-09,5255,5256,Cliente_005256,A3EEC0FEB149E285C690639A6DEC2BAE724D04AD03C1CC6D14045292B4C30454,Bangalore,India,IN,2025-01-16,VIP,CreditCard,1,740,741,Brasilia Meze Place,Greek,Brasilia,Brazil,BR,108,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,169.56,14.94,20.7,81.0,1.25,3.21,1
48742,48742,20260513,2026-05-13,13,Wednesday,0,20,5,May,2,2026,2026-05,1316,1317,Cliente_001317,EF87E7CB24FE17E891F2B1F69DAD1A601A20B4570C2F1422ECCA583AF6B43770,Yokohama,Japan,JP,2024-03-14,VIP,Cash,1,741,742,Yokohama Chile House,Mexican,Yokohama,Japan,JP,91,Alto,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,41.86,12.95,14.6,60.0,1.5,3.01,1
48743,48743,20250223,2025-02-23,23,Sunday,1,9,2,February,1,2025,2025-02,1231,1232,Cliente_001232,DA32F033AB104C368B285D73EE492B60C26F3BF9B424AAF561A5E4ACEAFA3213,Delhi,India,IN,2025-02-07,VIP,CreditCard,1,742,743,Delhi Hallyu Cafe,Korean,Delhi,India,IN,109,Medio,1,1,0,1,1,1,CreditCard,1,Delivered,1,0,98.1,10.03,10.7,58.0,1.5,2.89,1
48744,48744,20260815,2026-08-15,15,Saturday,1,33,8,August,3,2026,2026-08,4383,4384,Cliente_004384,1520089E0450CBC666DA3C16859053239E89000D638A87B36A68E9BD65D02714,Sao Paulo,Brazil,BR,2024-06-20,VIP,DebitCard,1,743,744,Yokohama Liberty Kitchen,American,Yokohama,Japan,JP,62,Alto,1,0,0,1,1,1,CreditCard,1,Delivered,1,0,49.6,2.63,1.0,55.22,1.25,3.05,0
48745,48745,20251026,2025-10-26,26,Sunday,1,44,10,October,4,2025,2025-10,5330,5331,Cliente_005331,436CE758AC7CDC577714D71A42D571B947FDBAC864EE32FC6DC39E4F3CB4338B,Hyderabad,India,IN,2025-08-17,Recurrente,Cash,0,744,745,Hyderabad Rive Gauche Table,French,Hyderabad,India,IN,94,Alto,1,0,1,1,1,4,Cash,2,Cancelled,0,1,119.38,14.63,20.2,77.0,1.25,3.13,1
48746,48746,20260318,2026-03-18,18,Wednesday,0,12,3,March,1,2026,2026-03,478,479,Cliente_000479,9B6BA07BBB539D7F29F0236B31AAD2191F410541E0788E6957CD8880BE9E12C5,Bangalore,India,IN,2026-06-22,VIP,Cash,1,745,746,New York Bamboo Kitchen & Bar,Japanese,New York,United States,US,76,Medio,0,1,1,1,1,4,Cash,1,Delivered,1,0,45.6,11.05,18.1,52.0,1.0,3.14,1
48747,48747,20260215,2026-02-15,15,Sunday,1,8,2,February,1,2026,2026-02,5205,5206,Cliente_005206,9C3C9AA8CBFEA30DA8E1F3897DBBBE6AEF83D0C64DE0DB7A9DBACF1E63ACACF7,Birmingham,United Kingdom,GB,2025-06-04,VIP,Cash,1,746,747,Birmingham Basil Grill,Thai,Birmingham,United Kingdom,GB,90,Alto,1,1,1,1,1,1,CreditCard,1,Delivered,1,0,105.3,3.35,2.7,34.0,1.0,4.29,0
48748,48748,20260605,2026-06-05,5,Friday,0,23,6,June,2,2026,2026-06,1827,1828,Cliente_001828,D4ABBF2F4C964FC3F99769150C29F2475652ACAC9FE3AF8841B55299A411EBCA,Mumbai,India,IN,2026-02-20,VIP,Cash,1,747,748,Mumbai Roma Garden,Italian,Mumbai,India,IN,54,Bajo,0,1,1,1,1,4,Cash,1,Delivered,1,0,59.4,14.31,19.7,64.0,1.25,3.4,1
48749,48749,20251201,2025-12-01,1,Monday,0,49,12,December,4,2025,2025-12,1897,1898,Cliente_001898,2DF3F0C993773AEAD590EF0DD00D21B50F1466CB01746D99067BAF82CE714D98,Hyderabad,India,IN,2025-07-11,VIP,DebitCard,1,748,749,Hyderabad Terra Bistro,Mediterranean,Hyderabad,India,IN,88,Alto,1,1,0,1,1,4,Cash,1,Delivered,1,0,80.08,8.0,9.6,53.0,1.25,3.48,1
48750,48750,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,2539,2540,Cliente_002540,C2300544FE47ECC1E03AD2EFF5C8C0E18FCF2292937130597956DEAD7410907E,Bangalore,India,IN,2026-05-13,Recurrente,CreditCard,1,749,750,Bangalore Spice Route Diner,Middle Eastern,Bangalore,India,IN,68,Medio,1,1,0,0,1,2,DebitCard,1,Delivered,1,0,82.28,10.6,17.2,55.0,1.0,3.09,1
48751,48751,20251007,2025-10-07,7,Tuesday,0,41,10,October,4,2025,2025-10,3653,3654,Cliente_003654,AD7F3F84F541A0C06CC65660AA21258A2C35DBBEC7EB2C4830237B55EF7637BD,Chennai,India,IN,2026-08-01,VIP,Cash,1,750,751,Chennai Silk Road Eatery,Chinese,Chennai,India,IN,113,Medio,0,0,0,1,1,1,CreditCard,1,Delivered,1,0,100.57,7.85,11.7,43.0,1.0,4.46,0
48752,48752,20250208,2025-02-08,8,Saturday,1,6,2,February,1,2025,2025-02,798,799,Cliente_000799,504C2F2966845927D3D475EBC31A5E11B485470BC62211E079A80DBCD070AE6F,Houston,United States,US,2026-08-20,VIP,Cash,1,751,752,Houston Mekong Corner,Vietnamese,Houston,United States,US,102,Alto,0,1,1,1,1,1,CreditCard,1,Delivered,1,0,106.08,7.56,8.9,53.0,1.25,2.93,1
48753,48753,20260805,2026-08-05,5,Wednesday,0,32,8,August,3,2026,2026-08,2495,2496,Cliente_002496,337168D6B360180C491F111443651D545AA93C6CB1AB2F2885C9E8FEEC5FCCC6,London,United Kingdom,GB,2025-09-09,VIP,Cash,1,752,753,London Tropicana Place,Brazilian,London,United Kingdom,GB,45,Medio,1,0,0,1,1,3,Wallet,1,Delivered,1,0,46.35,7.63,9.0,45.0,1.25,4.56,0
48754,48754,20250519,2025-05-19,19,Monday,0,21,5,May,2,2025,2025-05,3534,3535,Cliente_003535,BF2867D7F92040851010B15BB3921F63D9D77E79C79C55C08891DB5BE672642B,London,United Kingdom,GB,2023-10-19,VIP,DebitCard,1,753,754,London Flamenco House,Spanish,London,United Kingdom,GB,108,Alto,1,0,0,1,1,2,DebitCard,1,Delivered,1,0,112.32,12.43,13.9,60.0,1.5,3.21,1
48755,48755,20260624,2026-06-24,24,Wednesday,0,26,6,June,2,2026,2026-06,1318,1319,Cliente_001319,8F003F7457835F82C01B0217935E2F61A03305CEECADE9C65961032E23942A28,New York,United States,US,2026-03-26,Recurrente,CreditCard,1,754,755,New York Tandoor Cafe,Indian,New York,United States,US,88,Alto,1,1,1,1,1,4,Cash,1,Delivered,1,0,113.52,8.69,10.7,55.0,1.25,2.76,1
48756,48756,20260607,2026-06-07,7,Sunday,1,24,6,June,2,2026,2026-06,4908,4909,Cliente_004909,3BB3DB53405AFFF67CE6CECCDC3A6F75DEA4B078F1E0C1B7F4C21285BFA43C9B,Yokohama,Japan,JP,2024-05-13,VIP,DebitCard,1,755,756,Yokohama Aegean Blue Kitchen,Greek,Yokohama,Japan,JP,93,Alto,1,1,1,1,1,1,CreditCard,2,Cancelled,0,1,45.57,17.45,20.6,76.0,1.5,2.56,1
48757,48757,20260816,2026-08-16,16,Sunday,1,34,8,August,3,2026,2026-08,1484,1485,Cliente_001485,305DF0237039E3582C227DF77BCD550320E803C6511AC913DFA77067AF182572,Hyderabad,India,IN,2024-08-18,Recurrente,CreditCard,1,756,757,Hyderabad Frontera Table,Mexican,Hyderabad,India,IN,118,Bajo,1,0,1,1,1,2,DebitCard,1,Delivered,1,0,185.26,7.2,10.4,53.0,1.0,3.01,1
48758,48758,20260510,2026-05-10,10,Sunday,1,20,5,May,2,2026,2026-05,610,611,Cliente_000611,8834DB2B737DD857ECFBBACBD896B31B7E06D78D641311C61C7660174C6789B6,London,United Kingdom,GB,2025-07-23,Recurrente,CreditCard,1,757,758,London Dosan Kitchen & Bar,Korean,London,United Kingdom,GB,100,Alto,1,1,1,1,1,4,Cash,2,Cancelled,0,1,81.0,2.98,1.3,43.0,1.5,4.18,0
48759,48759,20250812,2025-08-12,12,Tuesday,0,33,8,August,3,2025,2025-08,935,936,Cliente_000936,FA76147FF281C791A1C242469F87AF8B04232AA626900EB6BE976647C5FA33A5,Chennai,India,IN,2024-01-27,EnRiesgo,Wallet,1,758,759,Chennai Classic Grill,American,Chennai,India,IN,121,Bajo,1,1,1,1,1,2,DebitCard,1,Delivered,1,0,68.97,16.78,19.7,83.0,1.5,2.64,1
