resena_key,pedido_id,fecha_key,fecha,dia,nombre_dia,es_fin_de_semana,semana_anio,mes,nombre_mes,trimestre,anio,anio_mes,cliente_key,cliente_id,alias_cliente,ciudad_cliente,pais_cliente,segmento_cliente,restaurante_key,restaurante_id,nombre_restaurante,cocina_restaurante,ciudad_restaurante,pais_restaurante,nivel_rating_restaurante,calificacion,tiene_comentario,comentario
14076,38897,20250823,2025-08-23,23,Saturday,1,34,8,August,3,2025,2025-08,4060,4061,Cliente_004061,Rio de Janeiro,Brazil,VIP,896,897,Rio de Janeiro Orchid Place,Thai,Rio de Janeiro,Brazil,Bajo,3.8,0,
14077,38898,20250427,2025-04-27,27,Sunday,1,18,4,April,2,2025,2025-04,281,282,Cliente_000282,Rio de Janeiro,Brazil,VIP,897,898,Mumbai Piazza House,Italian,Mumbai,India,Alto,2.8,1,"It was fine, some items were cold."
14078,38900,20260826,2026-08-26,26,Wednesday,0,35,8,August,3,2026,2026-08,5986,5987,Cliente_005987,Hyderabad,India,Recurrente,899,900,Hyderabad Damascus Kitchen,Middle Eastern,Hyderabad,India,Alto,5.0,0,
14079,38904,20241201,2024-12-01,1,Sunday,1,49,12,December,4,2024,2024-12,280,281,Cliente_000281,Delhi,India,VIP,903,904,Mumbai Sevilla Garden,Spanish,Mumbai,India,Alto,3.9,0,
14080,38905,20260210,2026-02-10,10,Tuesday,0,7,2,February,1,2026,2026-02,754,755,Cliente_000755,Bangalore,India,VIP,904,905,Bangalore Maharaja Bistro,Indian,Bangalore,India,Alto,2.3,0,
14081,38907,20260525,2026-05-25,25,Monday,0,22,5,May,2,2026,2026-05,4990,4991,Cliente_004991,Sao Paulo,Brazil,Recurrente,906,907,Sao Paulo Sol Eatery,Mexican,Sao Paulo,Brazil,Alto,4.7,1,Consistently good quality.
14082,38911,20250310,2025-03-10,10,Monday,0,11,3,March,1,2025,2025-03,1126,1127,Cliente_001127,Rio de Janeiro,Brazil,VIP,910,911,Rio de Janeiro Wasabi Cafe,Japanese,Rio de Janeiro,Brazil,Alto,2.3,0,
14083,38914,20251108,2025-11-08,8,Saturday,1,45,11,November,4,2025,2025-11,5098,5099,Cliente_005099,New York,United States,Recurrente,913,914,New York Levant Kitchen & Bar,Mediterranean,New York,United States,Bajo,2.8,0,
14084,38917,20260801,2026-08-01,1,Saturday,1,31,8,August,3,2026,2026-08,2216,2217,Cliente_002217,Delhi,India,VIP,916,917,Delhi Hanoi Bistro,Vietnamese,Delhi,India,Alto,2.4,0,
14085,38921,20250626,2025-06-26,26,Thursday,0,26,6,June,2,2025,2025-06,3320,3321,Cliente_003321,Chennai,India,VIP,920,921,Rio de Janeiro Santorini Place,Greek,Rio de Janeiro,Brazil,Bajo,3.2,0,
14086,38928,20260514,2026-05-14,14,Thursday,0,20,5,May,2,2026,2026-05,1913,1914,Cliente_001914,Sao Paulo,Brazil,VIP,927,928,Sao Paulo Trattoria Garden,Italian,Sao Paulo,Brazil,Bajo,3.4,1,Decent but could be better.
14087,38933,20260829,2026-08-29,29,Saturday,1,35,8,August,3,2026,2026-08,170,171,Cliente_000171,Sao Paulo,Brazil,VIP,932,933,Sao Paulo Cerrado Place,Brazilian,Sao Paulo,Brazil,Alto,4.4,0,
14088,38935,20250425,2025-04-25,25,Friday,0,17,4,April,2,2025,2025-04,5282,5283,Cliente_005283,Rio de Janeiro,Brazil,Recurrente,934,935,Rio de Janeiro Namaste Cafe,Indian,Rio de Janeiro,Brazil,Bajo,4.5,1,Consistently good quality.
14089,38939,20260527,2026-05-27,27,Wednesday,0,22,5,May,2,2026,2026-05,839,840,Cliente_000840,Tokyo,Japan,VIP,938,939,Tokyo Diner Grill,American,Tokyo,Japan,Medio,4.0,0,
14090,38940,20260819,2026-08-19,19,Wednesday,0,34,8,August,3,2026,2026-08,938,939,Cliente_000939,Chicago,United States,VIP,939,940,Chicago Provence Garden,French,Chicago,United States,Alto,5.0,0,
14091,38941,20250902,2025-09-02,2,Tuesday,0,36,9,September,3,2025,2025-09,2761,2762,Cliente_002762,Yokohama,Japan,Recurrente,940,941,Yokohama Fuji Bistro,Japanese,Yokohama,Japan,Medio,2.9,0,
14092,38946,20250805,2025-08-05,5,Tuesday,0,32,8,August,3,2025,2025-08,812,813,Cliente_000813,Bangalore,India,VIP,945,946,Bangalore Jade House,Chinese,Bangalore,India,Medio,2.1,0,
14093,38947,20240928,2024-09-28,28,Saturday,1,39,9,September,3,2024,2024-09,3383,3384,Cliente_003384,Kyoto,Japan,VIP,946,947,Kyoto Bamboo Bowl Cafe,Vietnamese,Kyoto,Japan,Medio,4.6,1,"Loved it, definitely recommend."
14094,38948,20260530,2026-05-30,30,Saturday,1,22,5,May,2,2026,2026-05,4768,4769,Cliente_004769,London,United Kingdom,VIP,947,948,London Ipanema Kitchen,Brazilian,London,United Kingdom,Alto,4.9,1,Consistently good quality.
14095,38951,20251130,2025-11-30,30,Sunday,1,49,11,November,4,2025,2025-11,2189,2190,Cliente_002190,Chicago,United States,VIP,950,951,Chicago Delphi Grill,Greek,Chicago,United States,Medio,5.0,0,
14096,38953,20260513,2026-05-13,13,Wednesday,0,20,5,May,2,2026,2026-05,4489,4490,Cliente_004490,Rio de Janeiro,Brazil,VIP,952,953,Chicago Kimchi Bistro,Korean,Chicago,United States,Bajo,2.1,1,Order arrived late and cold.
14097,38961,20260709,2026-07-09,9,Thursday,0,28,7,July,3,2026,2026-07,3468,3469,Cliente_003469,Delhi,India,Recurrente,960,961,London Lotus Table,Chinese,London,United Kingdom,Medio,2.6,0,
14098,38962,20260812,2026-08-12,12,Wednesday,0,33,8,August,3,2026,2026-08,4937,4938,Cliente_004938,New York,United States,Recurrente,961,962,New York Lotus Leaf Kitchen & Bar,Vietnamese,New York,United States,Medio,1.7,1,Delivery was very delayed.
14099,38971,20260820,2026-08-20,20,Thursday,0,34,8,August,3,2026,2026-08,3740,3741,Cliente_003741,Bangalore,India,VIP,970,971,Bangalore Koi Cafe,Japanese,Bangalore,India,Medio,3.8,0,
14100,38975,20260828,2026-08-28,28,Friday,0,35,8,August,3,2026,2026-08,4565,4566,Cliente_004566,Delhi,India,Recurrente,974,975,Houston Casbah Grill,Middle Eastern,Houston,United States,Alto,3.1,0,
14101,38977,20260317,2026-03-17,17,Tuesday,0,12,3,March,1,2026,2026-03,606,607,Cliente_000607,Delhi,India,VIP,976,977,London Saigon Bistro,Vietnamese,London,United Kingdom,Bajo,5.0,0,
14102,38979,20250615,2025-06-15,15,Sunday,1,25,6,June,2,2025,2025-06,2922,2923,Cliente_002923,New York,United States,Recurrente,978,979,New York Ibiza Eatery,Spanish,New York,United States,Alto,5.0,0,
14103,38980,20250418,2025-04-18,18,Friday,0,16,4,April,2,2025,2025-04,3030,3031,Cliente_003031,Kyoto,Japan,VIP,979,980,Kyoto Curry Leaf Corner,Indian,Kyoto,Japan,Medio,3.1,0,
14104,38982,20250604,2025-06-04,4,Wednesday,0,23,6,June,2,2025,2025-06,5033,5034,Cliente_005034,Bangalore,India,VIP,981,982,Tokyo Chile House,Mexican,Tokyo,Japan,Medio,5.0,0,
14105,38986,20260611,2026-06-11,11,Thursday,0,24,6,June,2,2026,2026-06,4709,4710,Cliente_004710,Yokohama,Japan,VIP,985,986,Yokohama Bamboo Kitchen & Bar,Japanese,Yokohama,Japan,Bajo,3.3,0,
14106,38990,20250208,2025-02-08,8,Saturday,1,6,2,February,1,2025,2025-02,5414,5415,Cliente_005415,Bangalore,India,VIP,989,990,Bangalore Spice Route Diner,Middle Eastern,Bangalore,India,Medio,2.6,0,
14107,38995,20260327,2026-03-27,27,Friday,0,13,3,March,1,2026,2026-03,4743,4744,Cliente_004744,Chicago,United States,VIP,994,995,Chicago Tandoor Cafe,Indian,Chicago,United States,Alto,4.5,0,
14108,38996,20250309,2025-03-09,9,Sunday,1,11,3,March,1,2025,2025-03,5295,5296,Cliente_005296,Bangalore,India,VIP,995,996,Bangalore Aegean Blue Kitchen,Greek,Bangalore,India,Bajo,4.1,0,
14109,38997,20260407,2026-04-07,7,Tuesday,0,15,4,April,2,2026,2026-04,3456,3457,Cliente_003457,New York,United States,Recurrente,996,997,New York Frontera Table,Mexican,New York,United States,Medio,3.8,0,
14110,38998,20250421,2025-04-21,21,Monday,0,17,4,April,2,2025,2025-04,5058,5059,Cliente_005059,Delhi,India,VIP,997,998,Mumbai Dosan Kitchen & Bar,Korean,Mumbai,India,Alto,3.6,0,
14111,39001,20240922,2024-09-22,22,Sunday,1,39,9,September,3,2024,2024-09,419,420,Cliente_000420,Chennai,India,EnRiesgo,1000,1001,Chennai Zen Bistro,Japanese,Chennai,India,Alto,2.7,0,
14112,39003,20250129,2025-01-29,29,Wednesday,0,5,1,January,1,2025,2025-01,2891,2892,Cliente_002892,Tokyo,Japan,VIP,1002,1003,Tokyo Bella Eatery,Italian,Tokyo,Japan,Alto,4.3,0,
14113,39004,20251210,2025-12-10,10,Wednesday,0,50,12,December,4,2025,2025-12,4815,4816,Cliente_004816,Brasilia,Brazil,VIP,1003,1004,Brasilia Coastal Corner,Mediterranean,Brasilia,Brazil,Alto,3.8,0,
14114,39008,20250818,2025-08-18,18,Monday,0,34,8,August,3,2025,2025-08,1100,1101,Cliente_001101,Sao Paulo,Brazil,VIP,1007,1008,Sao Paulo Bossa Kitchen,Brazilian,Sao Paulo,Brazil,Bajo,4.7,0,
14115,39009,20260828,2026-08-28,28,Friday,0,35,8,August,3,2026,2026-08,154,155,Cliente_000155,Tokyo,Japan,VIP,1008,1009,Tokyo Tapas Table,Spanish,Tokyo,Japan,Alto,2.9,0,
14116,39011,20250314,2025-03-14,14,Friday,0,11,3,March,1,2025,2025-03,2377,2378,Cliente_002378,London,United Kingdom,EnRiesgo,1010,1011,London Athena Grill,Greek,London,United Kingdom,Alto,5.0,0,
14117,39017,20251003,2025-10-03,3,Friday,0,40,10,October,4,2025,2025-10,5991,5992,Cliente_005992,Bangalore,India,Recurrente,1016,1017,Bangalore Orchid Place,Thai,Bangalore,India,Bajo,4.0,0,
14118,39019,20260130,2026-01-30,30,Friday,0,5,1,January,1,2026,2026-01,4677,4678,Cliente_004678,Tokyo,Japan,Recurrente,1018,1019,Tokyo Sunset Cafe,Mediterranean,Tokyo,Japan,Alto,2.8,0,
14119,39028,20260605,2026-06-05,5,Friday,0,23,6,June,2,2026,2026-06,5382,5383,Cliente_005383,Tokyo,Japan,VIP,1027,1028,Sao Paulo Bibim Corner,Korean,Sao Paulo,Brazil,Bajo,3.0,0,
14120,39031,20260827,2026-08-27,27,Thursday,0,35,8,August,3,2026,2026-08,4665,4666,Cliente_004666,Chicago,United States,Recurrente,1030,1031,Chicago Wasabi Cafe,Japanese,Chicago,United States,Bajo,3.1,0,
14121,39036,20260325,2026-03-25,25,Wednesday,0,13,3,March,1,2026,2026-03,3023,3024,Cliente_003024,New York,United States,VIP,1035,1036,New York Bamboo Garden Garden,Chinese,New York,United States,Bajo,2.2,0,
14122,39045,20260718,2026-07-18,18,Saturday,1,29,7,July,3,2026,2026-07,3589,3590,Cliente_003590,Tokyo,Japan,VIP,1044,1045,Delhi Cheri Table,French,Delhi,India,Bajo,3.4,1,"Food was okay, delivery took a while."
14123,39047,20260811,2026-08-11,11,Tuesday,0,33,8,August,3,2026,2026-08,1252,1253,Cliente_001253,Tokyo,Japan,VIP,1046,1047,Tokyo Golden Elephant Grill,Thai,Tokyo,Japan,Medio,4.1,0,
14124,39050,20260823,2026-08-23,23,Sunday,1,35,8,August,3,2026,2026-08,2019,2020,Cliente_002020,Bangalore,India,VIP,1049,1050,Bangalore Bazaar Diner,Middle Eastern,Bangalore,India,Alto,4.9,0,
14125,39051,20260407,2026-04-07,7,Tuesday,0,15,4,April,2,2026,2026-04,825,826,Cliente_000826,Rio de Janeiro,Brazil,VIP,1050,1051,Rio de Janeiro Panda Eatery,Chinese,Rio de Janeiro,Brazil,Medio,3.4,1,"Average experience, nothing special."
14126,39053,20260615,2026-06-15,15,Monday,0,25,6,June,2,2026,2026-06,3008,3009,Cliente_003009,Mumbai,India,VIP,1052,1053,Mumbai Cerrado Place,Brazilian,Mumbai,India,Medio,2.0,1,Delivery was very delayed.
14127,39056,20251123,2025-11-23,23,Sunday,1,48,11,November,4,2025,2025-11,1625,1626,Cliente_001626,New York,United States,Recurrente,1055,1056,Kyoto Acropolis Kitchen,Greek,Kyoto,Japan,Medio,2.7,1,"It was fine, some items were cold."
14128,39063,20260724,2026-07-24,24,Friday,0,30,7,July,3,2026,2026-07,1824,1825,Cliente_001825,Chennai,India,Recurrente,1062,1063,Chennai Vino Eatery,Italian,Chennai,India,Medio,3.1,0,
14129,39065,20260518,2026-05-18,18,Monday,0,21,5,May,2,2026,2026-05,3120,3121,Cliente_003121,Delhi,India,VIP,1064,1065,Delhi Cedar Grove Place,Middle Eastern,Delhi,India,Alto,3.4,0,
14130,39067,20260526,2026-05-26,26,Tuesday,0,22,5,May,2,2026,2026-05,5011,5012,Cliente_005012,Yokohama,Japan,Recurrente,1066,1067,Yokohama Bamboo Bowl Cafe,Vietnamese,Yokohama,Japan,Bajo,3.5,0,
14131,39068,20260825,2026-08-25,25,Tuesday,0,35,8,August,3,2026,2026-08,756,757,Cliente_000757,Fortaleza,Brazil,Recurrente,1067,1068,Fortaleza Ipanema Kitchen,Brazilian,Fortaleza,Brazil,Alto,2.2,0,
14132,39069,20260417,2026-04-17,17,Friday,0,16,4,April,2,2026,2026-04,5974,5975,Cliente_005975,Salvador,Brazil,VIP,1068,1069,London Costa Table,Spanish,London,United Kingdom,Medio,3.8,0,
14133,39072,20251029,2025-10-29,29,Wednesday,0,44,10,October,4,2025,2025-10,811,812,Cliente_000812,New York,United States,VIP,1071,1072,New York Fiesta Garden,Mexican,New York,United States,Bajo,2.9,0,
14134,39074,20260808,2026-08-08,8,Saturday,1,32,8,August,3,2026,2026-08,669,670,Cliente_000670,Delhi,India,Recurrente,1073,1074,Delhi Smokehouse Diner,American,Delhi,India,Alto,2.8,0,
14135,39077,20260711,2026-07-11,11,Saturday,1,28,7,July,3,2026,2026-07,1633,1634,Cliente_001634,Sao Paulo,Brazil,Recurrente,1076,1077,Sao Paulo Chili Place,Thai,Sao Paulo,Brazil,Medio,2.4,0,
14136,39078,20260606,2026-06-06,6,Saturday,1,23,6,June,2,2026,2026-06,1822,1823,Cliente_001823,Sao Paulo,Brazil,VIP,1077,1078,Bangalore Basilico House,Italian,Bangalore,India,Bajo,3.6,0,
14137,39083,20260126,2026-01-26,26,Monday,0,5,1,January,1,2026,2026-01,5649,5650,Cliente_005650,Delhi,India,Recurrente,1082,1083,Delhi Samba Grill,Brazilian,Delhi,India,Medio,3.9,1,"It was fine, some items were cold."
14138,39087,20260208,2026-02-08,8,Sunday,1,7,2,February,1,2026,2026-02,811,812,Cliente_000812,New York,United States,VIP,1086,1087,New York Salsa Eatery,Mexican,New York,United States,Bajo,3.3,0,
14139,39090,20260622,2026-06-22,22,Monday,0,26,6,June,2,2026,2026-06,438,439,Cliente_000439,Rio de Janeiro,Brazil,Recurrente,1089,1090,Birmingham Chateau House,French,Birmingham,United Kingdom,Alto,2.1,1,Delivery was very delayed.
14140,39096,20241129,2024-11-29,29,Friday,0,48,11,November,4,2024,2024-11,2778,2779,Cliente_002779,Chicago,United States,VIP,1095,1096,Chicago Golden Dragon Garden,Chinese,Chicago,United States,Medio,1.8,0,
14141,39098,20260828,2026-08-28,28,Friday,0,35,8,August,3,2026,2026-08,4057,4058,Cliente_004058,Hyderabad,India,VIP,1097,1098,Hyderabad Copacabana Diner,Brazilian,Hyderabad,India,Bajo,4.4,1,Excellent service and tasty food.
14142,39100,20260113,2026-01-13,13,Tuesday,0,3,1,January,1,2026,2026-01,1413,1414,Cliente_001414,Nagoya,Japan,VIP,1099,1100,Sao Paulo Curry Leaf Corner,Indian,Sao Paulo,Brazil,Alto,4.0,0,
14143,39101,20260128,2026-01-28,28,Wednesday,0,5,1,January,1,2026,2026-01,1968,1969,Cliente_001969,Hyderabad,India,VIP,1100,1101,Hyderabad Meze Place,Greek,Hyderabad,India,Bajo,3.3,1,"Food was okay, delivery took a while."
14144,39103,20250526,2025-05-26,26,Monday,0,22,5,May,2,2025,2025-05,1456,1457,Cliente_001457,Delhi,India,VIP,1102,1103,Delhi Hallyu Cafe,Korean,Delhi,India,Alto,4.3,0,
14145,39108,20260709,2026-07-09,9,Thursday,0,28,7,July,3,2026,2026-07,3986,3987,Cliente_003987,Hyderabad,India,VIP,1107,1108,Nagoya Roma Garden,Italian,Nagoya,Japan,Alto,1.6,0,
14146,39111,20260603,2026-06-03,3,Wednesday,0,23,6,June,2,2026,2026-06,1771,1772,Cliente_001772,Hyderabad,India,VIP,1110,1111,Hyderabad Silk Road Eatery,Chinese,Hyderabad,India,Alto,2.1,0,
14147,39112,20260610,2026-06-10,10,Wednesday,0,24,6,June,2,2026,2026-06,4697,4698,Cliente_004698,Bangalore,India,VIP,1111,1112,Bangalore Mekong Corner,Vietnamese,Bangalore,India,Medio,1.8,0,
14148,39113,20260721,2026-07-21,21,Tuesday,0,30,7,July,3,2026,2026-07,3339,3340,Cliente_003340,Sao Paulo,Brazil,VIP,1112,1113,Delhi Tropicana Place,Brazilian,Delhi,India,Alto,4.4,0,
14149,39115,20260530,2026-05-30,30,Saturday,1,22,5,May,2,2026,2026-05,3664,3665,Cliente_003665,London,United Kingdom,Recurrente,1114,1115,London Tandoor Cafe,Indian,London,United Kingdom,Alto,3.8,0,
14150,39116,20250206,2025-02-06,6,Thursday,0,6,2,February,1,2025,2025-02,2048,2049,Cliente_002049,Tokyo,Japan,VIP,1115,1116,Tokyo Aegean Blue Kitchen,Greek,Tokyo,Japan,Alto,4.6,0,
14151,39117,20251030,2025-10-30,30,Thursday,0,44,10,October,4,2025,2025-10,3888,3889,Cliente_003889,Mumbai,India,Recurrente,1116,1117,Mumbai Frontera Table,Mexican,Mumbai,India,Alto,4.1,0,
14152,39118,20260818,2026-08-18,18,Tuesday,0,34,8,August,3,2026,2026-08,2855,2856,Cliente_002856,Hyderabad,India,VIP,1117,1118,Hyderabad Dosan Kitchen & Bar,Korean,Hyderabad,India,Medio,3.9,0,
14153,39121,20260826,2026-08-26,26,Wednesday,0,35,8,August,3,2026,2026-08,1332,1333,Cliente_001333,Yokohama,Japan,VIP,1120,1121,Yokohama Zen Bistro,Japanese,Yokohama,Japan,Bajo,4.1,1,"Really enjoyed this, everything arrived hot."
14154,39124,20250423,2025-04-23,23,Wednesday,0,17,4,April,2,2025,2025-04,105,106,Cliente_000106,Delhi,India,Recurrente,1123,1124,Delhi Coastal Corner,Mediterranean,Delhi,India,Bajo,4.7,0,
14155,39126,20260814,2026-08-14,14,Friday,0,33,8,August,3,2026,2026-08,3113,3114,Cliente_003114,Delhi,India,VIP,1125,1126,Sao Paulo Dynasty House,Chinese,Sao Paulo,Brazil,Medio,3.2,1,"It was fine, some items were cold."
14156,39130,20250727,2025-07-27,27,Sunday,1,31,7,July,3,2025,2025-07,1255,1256,Cliente_001256,Delhi,India,VIP,1129,1130,Bangalore Saffron Kitchen & Bar,Indian,Bangalore,India,Medio,3.8,0,
14157,39131,20260807,2026-08-07,7,Friday,0,32,8,August,3,2026,2026-08,168,169,Cliente_000169,Chennai,India,Recurrente,1130,1131,Chennai Athena Grill,Greek,Chennai,India,Alto,2.7,1,"It was fine, some items were cold."
14158,39133,20260617,2026-06-17,17,Wednesday,0,25,6,June,2,2026,2026-06,415,416,Cliente_000416,Sao Paulo,Brazil,VIP,1132,1133,Sao Paulo Charcoal Bistro,Korean,Sao Paulo,Brazil,Bajo,2.9,1,"Average experience, nothing special."
14159,39136,20260511,2026-05-11,11,Monday,0,20,5,May,2,2026,2026-05,2295,2296,Cliente_002296,Tokyo,Japan,VIP,1135,1136,Tokyo Sakura Corner,Japanese,Tokyo,Japan,Medio,2.5,1,Decent but could be better.
14160,39137,20260603,2026-06-03,3,Wednesday,0,23,6,June,2,2026,2026-06,1413,1414,Cliente_001414,Nagoya,Japan,VIP,1136,1137,Nagoya Orchid Place,Thai,Nagoya,Japan,Medio,2.7,1,"It was fine, some items were cold."
14161,39138,20250125,2025-01-25,25,Saturday,1,4,1,January,1,2025,2025-01,4310,4311,Cliente_004311,Bangalore,India,VIP,1137,1138,Bangalore Piazza House,Italian,Bangalore,India,Bajo,3.8,0,
14162,39145,20250416,2025-04-16,16,Wednesday,0,16,4,April,2,2025,2025-04,3411,3412,Cliente_003412,Delhi,India,VIP,1144,1145,Sao Paulo Maharaja Bistro,Indian,Sao Paulo,Brazil,Medio,3.2,0,
14163,39146,20260324,2026-03-24,24,Tuesday,0,13,3,March,1,2026,2026-03,5254,5255,Cliente_005255,New York,United States,VIP,1145,1146,Bangalore Olympus Diner,Greek,Bangalore,India,Medio,2.8,0,
14164,39149,20260713,2026-07-13,13,Monday,0,29,7,July,3,2026,2026-07,3353,3354,Cliente_003354,Tokyo,Japan,Recurrente,1148,1149,Tokyo Roadside Place,American,Tokyo,Japan,Bajo,2.9,1,"It was fine, some items were cold."
14165,39154,20260612,2026-06-12,12,Friday,0,24,6,June,2,2026,2026-06,4915,4916,Cliente_004916,Mumbai,India,Recurrente,1153,1154,Mumbai Levant Kitchen & Bar,Mediterranean,Mumbai,India,Alto,4.3,0,
14166,39156,20241103,2024-11-03,3,Sunday,1,45,11,November,4,2024,2024-11,2004,2005,Cliente_002005,London,United Kingdom,VIP,1155,1156,New York Bamboo Garden Garden,Chinese,New York,United States,Bajo,3.9,1,"Food was okay, delivery took a while."
14167,39159,20250426,2025-04-26,26,Saturday,1,17,4,April,2,2025,2025-04,2910,2911,Cliente_002911,Delhi,India,VIP,1158,1159,Mumbai Madrid Eatery,Spanish,Mumbai,India,Bajo,3.5,1,"It was fine, some items were cold."
14168,39160,20250226,2025-02-26,26,Wednesday,0,9,2,February,1,2025,2025-02,4950,4951,Cliente_004951,Nagoya,Japan,Recurrente,1159,1160,Nagoya Spice Corner,Indian,Nagoya,Japan,Alto,5.0,1,"Great food, fast delivery, will order again."
14169,39162,20250322,2025-03-22,22,Saturday,1,12,3,March,1,2025,2025-03,4923,4924,Cliente_004924,Los Angeles,United States,VIP,1161,1162,Los Angeles Cantina House,Mexican,Los Angeles,United States,Bajo,2.4,0,
14170,39171,20250625,2025-06-25,25,Wednesday,0,26,6,June,2,2025,2025-06,5526,5527,Cliente_005527,Tokyo,Japan,VIP,1170,1171,Bangalore Panda Eatery,Chinese,Bangalore,India,Bajo,2.8,0,
14171,39173,20260212,2026-02-12,12,Thursday,0,7,2,February,1,2026,2026-02,1928,1929,Cliente_001929,Hyderabad,India,VIP,1172,1173,Hyderabad Cerrado Place,Brazilian,Hyderabad,India,Alto,3.3,0,
14172,39181,20241007,2024-10-07,7,Monday,0,41,10,October,4,2024,2024-10,4347,4348,Cliente_004348,Hyderabad,India,VIP,1180,1181,Hyderabad Fuji Bistro,Japanese,Hyderabad,India,Bajo,4.4,0,
14173,39183,20260823,2026-08-23,23,Sunday,1,35,8,August,3,2026,2026-08,5958,5959,Cliente_005959,London,United Kingdom,Recurrente,1182,1183,London Vino Eatery,Italian,London,United Kingdom,Alto,4.0,1,"Really enjoyed this, everything arrived hot."
14174,39185,20260504,2026-05-04,4,Monday,0,19,5,May,2,2026,2026-05,1240,1241,Cliente_001241,Salvador,Brazil,VIP,1184,1185,Salvador Cedar Grove Place,Middle Eastern,Salvador,Brazil,Bajo,2.5,1,"Average experience, nothing special."
14175,39187,20251208,2025-12-08,8,Monday,0,50,12,December,4,2025,2025-12,3017,3018,Cliente_003018,Delhi,India,VIP,1186,1187,Delhi Bamboo Bowl Cafe,Vietnamese,Delhi,India,Alto,4.0,1,Consistently good quality.
14176,39189,20260827,2026-08-27,27,Thursday,0,35,8,August,3,2026,2026-08,3008,3009,Cliente_003009,Mumbai,India,VIP,1188,1189,Mumbai Costa Table,Spanish,Mumbai,India,Alto,3.3,0,
14177,39193,20260210,2026-02-10,10,Tuesday,0,7,2,February,1,2026,2026-02,1529,1530,Cliente_001530,London,United Kingdom,EnRiesgo,1192,1193,Tokyo Kimchi Bistro,Korean,Tokyo,Japan,Medio,3.3,0,
14178,39197,20250413,2025-04-13,13,Sunday,1,16,4,April,2,2025,2025-04,450,451,Cliente_000451,Tokyo,Japan,EnRiesgo,1196,1197,Tokyo Chili Place,Thai,Tokyo,Japan,Bajo,3.6,0,
14179,39198,20250318,2025-03-18,18,Tuesday,0,12,3,March,1,2025,2025-03,3502,3503,Cliente_003503,Mumbai,India,Recurrente,1197,1198,Mumbai Basilico House,Italian,Mumbai,India,Medio,2.9,1,Decent but could be better.
14180,39200,20240901,2024-09-01,1,Sunday,1,36,9,September,3,2024,2024-09,5162,5163,Cliente_005163,Sao Paulo,Brazil,EnRiesgo,1199,1200,Sao Paulo Oasis Kitchen,Middle Eastern,Sao Paulo,Brazil,Bajo,2.7,1,"It was fine, some items were cold."
14181,39202,20260826,2026-08-26,26,Wednesday,0,35,8,August,3,2026,2026-08,5054,5055,Cliente_005055,London,United Kingdom,VIP,1201,1202,London Lotus Leaf Kitchen & Bar,Vietnamese,London,United Kingdom,Medio,2.8,0,
14182,39208,20260112,2026-01-12,12,Monday,0,3,1,January,1,2026,2026-01,2588,2589,Cliente_002589,Los Angeles,United States,EnRiesgo,1207,1208,New York Seoul Corner,Korean,New York,United States,Medio,3.9,0,
14183,39210,20260814,2026-08-14,14,Friday,0,33,8,August,3,2026,2026-08,3088,3089,Cliente_003089,Chennai,India,VIP,1209,1210,Chennai Chateau House,French,Chennai,India,Alto,4.0,0,
14184,39212,20250308,2025-03-08,8,Saturday,1,10,3,March,1,2025,2025-03,5219,5220,Cliente_005220,Delhi,India,Recurrente,1211,1212,Tokyo Siam Kitchen,Thai,Tokyo,Japan,Bajo,5.0,1,"Great food, fast delivery, will order again."
14185,39213,20260512,2026-05-12,12,Tuesday,0,20,5,May,2,2026,2026-05,3768,3769,Cliente_003769,Mumbai,India,Recurrente,1212,1213,Mumbai Nonna Table,Italian,Mumbai,India,Bajo,4.2,0,
14186,39215,20250828,2025-08-28,28,Thursday,0,35,8,August,3,2025,2025-08,5972,5973,Cliente_005973,Sao Paulo,Brazil,VIP,1214,1215,Sao Paulo Casbah Grill,Middle Eastern,Sao Paulo,Brazil,Bajo,3.8,1,"Food was okay, delivery took a while."
14187,39219,20241211,2024-12-11,11,Wednesday,0,50,12,December,4,2024,2024-12,4376,4377,Cliente_004377,Hyderabad,India,VIP,1218,1219,Hyderabad Ibiza Eatery,Spanish,Hyderabad,India,Alto,3.1,0,
14188,39220,20250126,2025-01-26,26,Sunday,1,5,1,January,1,2025,2025-01,5779,5780,Cliente_005780,Hyderabad,India,VIP,1219,1220,Hyderabad Curry Leaf Corner,Indian,Hyderabad,India,Medio,2.5,0,
14189,39222,20260409,2026-04-09,9,Thursday,0,15,4,April,2,2026,2026-04,4735,4736,Cliente_004736,New York,United States,VIP,1221,1222,New York Chile House,Mexican,New York,United States,Bajo,3.2,0,
14190,39231,20240901,2024-09-01,1,Sunday,1,36,9,September,3,2024,2024-09,259,260,Cliente_000260,Delhi,India,Recurrente,1230,1231,Bangalore Silk Road Eatery,Chinese,Bangalore,India,Bajo,4.0,0,
14191,39232,20260715,2026-07-15,15,Wednesday,0,29,7,July,3,2026,2026-07,5256,5257,Cliente_005257,Rio de Janeiro,Brazil,Recurrente,1231,1232,Rio de Janeiro Mekong Corner,Vietnamese,Rio de Janeiro,Brazil,Alto,1.7,0,
14192,39240,20251028,2025-10-28,28,Tuesday,0,44,10,October,4,2025,2025-10,1937,1938,Cliente_001938,Tokyo,Japan,Recurrente,1239,1240,Bangalore Bistro Garden,French,Bangalore,India,Alto,3.6,0,
